district,epc,hpr
HP5,61.9,0.85
HP10,58.7,0.82
HP16,57.9,0.83
SL9,61.9,0.86
HP6,64.1,0.89
HP15,61.3,0.86
HP9,61.1,0.89
HP8,60.6,0.86
HP7,62.0,0.85
HP23,50.1,0.82
WD3,57.4,0.81
HP4,52.0,0.85
