district,epc,hpr
NE33,64.7,0.83
NE32,64.2,0.89
NE31,69.1,0.95
NE34,66.2,0.93
SR6,63.9,0.92
NE35,66.6,0.93
NE36,63.0,0.9
NE37,51.7,0.75
SR5,56.5,0.86
NE10,35.2,0.66
