district,epc,hpr
W2,66.6,0.71
W1,66.1,0.73
SW1,68.4,0.75
NW8,67.0,0.72
NW1,66.1,0.71
W9,66.0,0.68
W10,66.6,0.73
WC2,69.4,0.82
NW6,67.7,0.72
SW7,64.3,0.7
W11,66.4,0.71
SW3,68.5,0.79
SE18,83.4,1.07
W6,66.0,0.65
WC1,51.0,0.57
WD10,69.0,0.7
