district,epc,hpr
DA1,68.2,0.88
DA10,74.9,0.99
DA9,71.5,0.95
DA2,65.4,0.88
DA11,77.7,0.99
DA3,63.1,0.89
DA5,60.6,0.79
DA4,62.2,0.82
DA13,59.6,0.82
BR8,45.9,0.76
DA14,58.3,0.92
NW8,83.0,1.0
