district,epc,hpr
TW7,66.4,0.84
TW3,67.7,0.84
TW13,66.0,0.84
TW14,65.7,0.85
TW4,66.4,0.82
TW5,64.9,0.78
W4,63.2,0.72
TW8,73.1,0.91
UB2,65.0,0.78
W3,58.3,0.63
W5,61.5,0.73
TW1,66.5,0.92
W6,59.1,0.61
TW15,53.0,0.69
TW6,79.0,1.03
UB3,82.0,0.92
