district,epc,hpr
CM11,62.4,0.87
SS16,66.1,0.89
SS11,63.0,0.85
SS15,68.4,0.93
SS14,67.5,0.9
CM12,64.0,0.9
CM13,60.4,0.82
SS13,64.8,0.89
SS12,65.6,0.92
CM4,64.1,0.89
SS17,63.2,0.88
SS7,83.0,1.15
RM14,50.3,0.7
