postcode,epc,hpr
CM11 2DQ,61.6,0.86
CM11 2LR,61.2,0.83
SS16 4TE,68.3,0.82
SS11 7NF,85.7,1.18
SS15 6PF,72.1,0.94
SS14 2FF,80.2,1.14
SS11 8LW,58.1,0.78
CM12 0JU,58.4,0.77
SS15 6PG,54.6,0.84
SS14 2PG,68.9,0.88
CM11 1LS,73.9,0.98
SS16 5LQ,84.8,1.16
SS14 2PZ,59.9,0.77
SS15 5JE,63.7,0.84
SS16 4TY,66.6,0.86
CM13 3SN,64.0,0.84
SS13 1AP,60.6,0.91
SS12 9BL,59.7,0.81
SS13 1BT,69.4,1.0
CM12 0TD,57.5,0.77
SS15 6LX,83.1,1.15
SS14 3QP,50.3,0.75
SS12 9SA,67.5,1.01
SS15 5SX,65.3,0.95
CM12 0AG,58.6,0.85
SS12 9DD,62.0,0.89
CM11 2XH,56.4,0.98
SS15 5EF,62.7,0.75
SS14 2JN,66.5,0.9
CM12 0HT,53.8,0.63
CM11 2XU,54.9,0.74
SS15 5HX,61.4,0.65
SS14 2EJ,67.0,0.86
SS12 9DF,72.1,1.01
SS16 4NU,53.2,0.69
SS14 3TG,83.8,1.08
SS13 1TB,59.5,0.9
SS14 1RH,65.5,0.93
SS14 3RL,49.3,0.72
SS16 6LX,61.6,0.96
SS15 5DZ,70.0,0.87
SS14 2AY,57.3,0.68
SS16 5NY,84.5,1.18
SS12 9RD,63.6,0.97
SS15 6BW,62.7,0.77
SS16 5GS,78.8,1.02
SS11 8AQ,56.8,0.77
CM12 9LW,61.0,0.67
SS15 5RA,63.7,0.84
SS15 6GH,81.0,1.14
CM12 9HG,59.3,0.83
SS13 2BL,67.5,0.89
SS14 2JA,65.7,0.9
CM12 0TX,59.0,0.91
SS14 2QN,66.1,0.86
SS12 0HH,57.5,0.84
SS15 5QT,59.9,0.73
SS13 3DJ,65.6,0.97
SS13 2AS,62.3,0.87
SS15 6AT,61.6,0.85
SS15 5SJ,71.0,1.01
SS13 2JJ,63.9,0.85
CM11 2NN,69.2,0.98
SS15 6RD,66.8,0.89
CM12 0XJ,57.7,0.82
CM12 0JE,59.6,0.8
SS13 3LU,65.2,0.86
SS15 5GQ,66.0,0.91
SS14 3TU,82.7,1.16
SS11 7LF,64.7,0.81
SS13 3RL,70.3,0.9
SS15 4DQ,67.4,0.92
CM11 2LB,61.8,0.83
CM12 0PU,61.8,0.8
SS13 3FB,81.9,1.12
SS14 2DN,67.1,0.83
SS16 5BD,64.8,0.89
SS12 0HQ,58.1,0.81
SS15 5YU,53.8,0.81
SS14 3LG,66.4,0.66
CM11 2AA,51.7,0.54
CM12 9UX,59.7,0.85
SS13 1AZ,59.6,0.91
CM11 2PH,60.9,0.85
SS14 2DH,69.9,0.87
SS12 9QQ,65.4,0.99
CM11 2HU,55.3,0.65
SS16 5XD,54.4,0.66
SS11 8XZ,64.1,0.99
SS16 5RW,57.2,0.75
SS16 6SW,60.5,0.97
SS12 9FL,70.6,1.01
SS14 2FJ,86.3,1.11
SS13 1AY,62.2,0.95
SS12 9PU,66.6,0.98
SS16 4AW,66.6,0.88
SS14 1PA,49.7,0.64
SS15 5RN,60.1,0.75
CM11 2EN,70.1,1.15
CM11 2YD,59.0,0.83
CM12 0AB,65.9,0.78
SS14 3QN,57.7,0.72
SS14 1QH,64.5,0.82
SS12 0JA,67.0,1.03
SS16 5GW,72.4,0.99
SS15 4BL,71.5,0.95
SS16 6UW,64.5,0.96
CM11 2PJ,65.3,0.85
SS15 6PS,65.9,0.95
SS12 9PF,61.0,0.95
CM12 0UQ,62.6,0.93
SS11 8PQ,54.9,0.76
SS16 6SD,63.5,0.95
SS16 5AA,54.5,0.85
SS14 1UA,64.2,0.88
SS14 3NA,56.0,0.83
CM12 0RA,57.8,0.85
SS14 1FY,79.6,1.06
CM12 9NW,72.0,1.03
CM11 1AT,72.9,1.06
SS14 2NH,66.3,0.9
SS14 1HX,60.9,0.78
SS12 0AT,69.5,0.93
SS16 6TW,71.6,1.02
SS13 3EA,62.0,0.81
SS12 9LH,66.7,1.0
SS13 1AD,63.8,0.84
SS16 6QZ,64.9,0.97
SS16 6SX,67.9,0.97
SS13 3BT,53.7,0.71
SS12 0HR,60.0,0.83
SS13 3NB,64.6,0.91
SS13 3LT,65.2,0.84
SS15 6JA,70.2,0.96
SS11 8QX,64.7,0.94
CM12 0LA,63.2,0.9
CM12 9QT,62.6,0.89
SS13 3PG,61.9,0.84
SS13 1RA,56.0,0.9
SS13 3EU,59.7,0.81
SS15 6AJ,61.1,0.85
SS12 9AP,55.8,0.71
SS12 0RD,80.5,0.98
SS15 4JD,74.6,0.97
SS15 6BU,55.4,0.77
SS14 3PD,68.3,0.95
SS15 5GN,64.3,0.89
SS14 1JS,65.1,0.93
SS12 0JB,64.9,0.97
SS15 5BH,57.5,0.67
SS16 5DL,65.8,0.82
CM12 0FQ,63.5,0.99
SS14 2AF,69.0,0.91
SS15 5WN,67.0,0.93
SS16 6HN,55.8,0.84
SS14 2HY,59.8,0.81
