district,epc,hpr
CM6,67.6,0.96
CB10,64.2,0.91
CB11,64.4,0.91
CM24,68.9,0.94
CM22,64.2,0.93
CM23,60.2,0.89
CM3,52.6,0.87
CM1,52.1,0.83
CB21,58.9,0.86
SG8,53.3,0.84
CM7,52.7,0.79
CM77,53.6,0.87
CM5,23.0,0.62
M9,83.5,1.11
CM17,56.3,0.97
