district,epc,hpr
S75,64.3,0.91
S71,65.9,0.92
S74,63.0,0.87
S63,64.4,0.87
S72,64.8,0.9
S73,65.7,0.9
S70,63.8,0.85
S36,64.9,0.92
S35,59.1,0.88
HD9,44.9,0.75
DN5,42.9,0.76
HD8,66.0,0.95
TW8,83.0,1.05
