district,epc,hpr
KT8,62.4,0.8
KT13,64.1,0.86
KT12,65.5,0.88
KT7,61.4,0.78
KT10,62.8,0.84
KT11,63.7,0.88
KT6,63.8,0.83
KT22,66.3,0.93
KT14,64.3,0.91
TW17,59.8,0.83
TW16,45.5,0.88
KT9,34.5,0.77
KT1,53.5,1.06
KT15,67.5,1.04
KT25,83.0,1.13
