district,epc,hpr
NG24,64.3,0.89
NG22,64.2,0.92
NG21,67.2,0.96
NG23,56.3,0.89
NG25,62.4,0.89
NG14,60.5,0.87
NG13,50.1,0.85
NG18,38.3,0.86
LN1,36.0,0.7
NG19,65.9,0.95
LN6,64.0,1.03
