postcode,epc,hpr
NG24 4PQ,58.6,0.77
NG22 9RN,71.5,0.9
NG22 9HJ,66.7,0.93
NG21 0FX,63.0,0.95
NG24 1PX,61.5,0.77
NG22 9SH,65.7,0.93
NG22 0AU,43.5,0.81
NG24 3LY,57.8,0.93
NG21 9FY,83.1,1.18
NG24 4TH,71.1,1.01
NG24 2PS,65.7,0.94
NG22 0EH,46.5,0.84
NG23 5RN,53.7,0.86
NG23 6JE,53.5,0.86
NG21 0JL,58.6,0.78
NG25 0EU,59.3,0.86
NG24 3AN,58.2,0.89
NG22 9SJ,67.3,0.9
NG22 0DD,49.8,0.73
NG23 7LJ,54.2,0.69
NG24 2QL,61.3,0.99
NG22 0EA,37.8,0.74
NG23 5TE,57.5,0.78
NG24 2GP,61.9,0.93
NG22 9NX,72.7,0.94
NG24 4XG,39.7,0.57
NG21 0LQ,67.0,0.93
NG24 4PD,63.3,0.81
NG22 9UN,74.2,0.98
NG25 0AE,62.9,1.0
NG21 0WS,84.2,1.16
NG22 0HF,61.3,0.97
NG22 8EF,53.6,0.7
NG21 9NX,63.6,0.92
NG14 7GE,61.2,0.92
NG25 0BB,67.3,0.93
NG22 9RY,68.6,0.93
NG23 6JQ,51.6,0.92
NG21 0TL,68.2,0.93
NG24 3NS,64.0,0.95
NG21 9RZ,70.3,0.94
NG21 0TG,63.7,0.95
NG22 0HB,41.2,0.71
NG22 8WN,82.2,1.15
NG24 4JZ,62.9,0.79
NG21 9ED,68.4,0.92
NG14 7EU,56.3,0.78
NG22 8QZ,62.5,0.82
NG24 4PR,72.9,0.92
NG24 4TY,49.9,0.72
NG22 8NG,41.1,0.68
NG24 3RE,64.1,0.98
NG21 9DJ,59.3,0.84
NG22 0EQ,35.3,0.85
NG14 7PS,71.1,1.02
NG22 9FH,79.7,1.1
NG24 2AQ,67.5,1.03
NG23 7LH,62.7,0.85
NG21 0JA,58.3,0.72
NG21 9LB,64.9,0.94
NG22 9SX,50.0,0.71
NG24 4BH,60.7,0.74
NG22 9QR,60.8,0.92
NG24 3PB,65.1,0.93
NG24 3QP,56.4,0.85
NG24 2AP,57.9,0.85
NG25 0PW,45.3,0.89
NG24 4RJ,58.0,0.87
NG22 9QX,55.4,0.72
NG21 9NG,65.7,0.97
NG22 0EE,41.3,0.67
NG22 9PX,52.3,0.69
NG24 2TA,68.0,1.0
NG23 7SP,62.0,0.96
NG24 2SU,70.1,1.0
NG21 9DG,61.8,0.85
NG21 9ER,69.0,0.92
NG23 6HH,52.1,0.89
NG24 3TB,63.8,0.95
NG14 7EA,59.9,0.86
NG22 8JZ,56.6,0.81
NG22 9TF,62.9,0.91
NG24 4BP,63.4,0.97
NG22 9XF,67.5,0.9
NG14 7DE,60.9,0.87
NG22 8QX,63.9,0.88
NG24 4BZ,63.0,0.79
NG14 6AP,70.0,1.03
NG14 7JA,36.8,0.71
NG22 8FF,84.3,1.18
NG24 1LX,69.6,0.93
NG14 7BT,66.6,0.87
NG24 3XE,83.8,1.18
NG24 3XT,84.7,1.18
NG24 2PG,63.3,0.96
NG22 9QG,64.9,0.93
