sector,epc,hpr,lat,long
BR3 4,62.6,0.76,-0.0444179577464788,51.404443813380354
BR4 0,58.2,0.72,-0.0104808333333333,51.38032028160919
BR2 0,63.7,0.79,0.0028089272727272,51.40139800727274
BR5 2,62.8,0.83,0.1019553488372092,51.39687011240308
BR3 3,61.1,0.75,-0.0292838205128205,51.39482803663005
BR6 8,60.3,0.81,0.0705803072625698,51.371953502793296
BR6 9,60.5,0.82,0.0959831978417265,51.36561878776978
BR7 5,62.6,0.83,0.0582613648648648,51.412373972972986
BR1 4,60.5,0.76,0.0059328601694915,51.41903081779663
BR1 3,64.3,0.78,0.0192698901515151,51.40971415151511
BR6 0,63.5,0.83,0.0980233063829786,51.37809298297871
BR6 7,63.1,0.85,0.0901121532846715,51.35315741970805
BR4 9,61.0,0.76,-0.0062639897435897,51.370119815384605
BR5 3,65.3,0.86,0.1148102350597608,51.39947439043824
SE20 8,67.7,0.82,-0.0633652286821705,51.4127102364341
BR3 1,65.5,0.83,-0.0305992145748988,51.41444043724696
BR1 2,61.6,0.8,0.0443479180327869,51.4015581868852
BR2 9,66.9,0.85,0.026764343283582,51.39328409328357
BR5 4,64.4,0.84,0.1181048446601941,51.38081119902915
BR2 7,58.8,0.78,0.0120166162790697,51.37923256395349
SE20 7,63.1,0.74,-0.0552930530973451,51.41171126991149
TN16 3,64.5,0.89,0.0329183460076045,51.31254899619773
SE9 4,63.4,0.81,0.043797547008547,51.43189502564105
BR2 6,60.8,0.83,0.0333785393258427,51.35693296629213
BR5 1,56.7,0.74,0.0779326438356164,51.38694811872145
BR1 1,64.7,0.84,0.0155054454545454,51.404477627272726
BR1 5,61.4,0.77,0.0109148810572687,51.42763442290751
SE19 2,64.3,0.72,-0.0786877039106145,51.41450568156428
BR6 6,60.7,0.81,0.0971537062937063,51.355187790209776
BR7 6,60.6,0.77,0.0728906170212765,51.41756913191492
BR8 7,40.4,0.71,0.1742751666666666,51.4030534308176
BR3 5,66.6,0.83,-0.0167621086956521,51.410537679347854
SE26 5,63.1,0.74,-0.0445985189189189,51.42431026486484
BR3 6,62.5,0.81,-0.0145979682539682,51.40051347619048
BR2 8,62.3,0.81,0.0471521287128713,51.380468316831696
TN14 7,55.2,0.78,0.1338796392694063,51.32607156164384
SE26 6,65.0,0.74,-0.0647134644351464,51.42784915062761
TN16 2,56.4,0.82,0.0407700956521739,51.29176886956522
DA14 5,56.2,0.69,0.1274505193798449,51.41805354263562
CR0 5,52.6,0.9,-0.0723661111111111,51.36918367078189
CR6 9,48.4,0.77,-0.052268893877551,51.31005198775506
BR20 7,83.0,1.13,nan,nan
BR8 8,66.5,0.79,0.1745048954248366,51.38948749019608
UB3 4,83.0,0.92,-0.4211424385026739,51.498862010695206
PE30 4,86.0,1.04,0.4285221957295372,52.75282087900355
BR2 3,35.0,0.35,nan,nan
BR27 3,26.0,0.72,nan,nan
SE20 9,67.0,0.9,-0.0537144999999999,51.41520500000001
SE20 5,46.0,0.54,nan,nan
SE20 3,70.0,0.77,nan,nan
BR23 2,63.0,1.08,nan,nan
SE12 9,66.0,0.98,0.0259349774011299,51.43938118644064
DA14 6,25.5,0.67,0.1001796666666666,51.42450084656086
BR6 5,67.0,0.6,nan,nan
