district,epc,hpr
WV8,63.9,0.9
WS6,62.3,0.87
WV10,60.6,0.89
WV5,63.6,0.9
TF11,50.8,0.84
WV11,67.9,0.94
WV4,56.5,0.84
DY7,60.5,0.88
DY10,44.3,0.81
WV6,63.0,0.93
WV9,63.3,0.93
WS12,66.8,0.94
ST19,63.6,0.92
DY3,69.2,0.99
ST18,55.8,0.86
WV3,70.3,0.93
WS11,68.7,0.97
ST17,59.8,0.91
WV7,47.3,0.77
DY6,41.2,0.77
DY8,60.6,0.87
TF10,52.6,0.87
WV15,35.5,0.65
DY11,35.2,0.78
WS3,32.0,0.7
