district,epc,hpr
DE4,61.6,0.85
DE45,55.2,0.78
SK17,53.5,0.79
DE6,60.1,0.9
S32,57.4,0.78
S33,59.2,0.81
ST14,47.5,0.83
S42,39.3,0.72
DE56,57.5,0.86
S11,36.4,0.62
DE65,21.0,0.33
S6,61.0,0.77
