sector,epc,hpr,lat,long
LL57 1,64.4,0.86,-4.121511235632186,53.22724828735633
LL54 7,44.6,0.76,-4.249707586734695,53.08406783163266
LL49 9,54.4,0.78,-4.137857903061225,52.92925058673472
LL53 6,44.6,0.78,-4.442831048979592,52.92945300408165
LL57 2,62.5,0.84,-4.144161387218044,53.22145436090224
LL53 5,56.2,0.77,-4.419913040935675,52.88895470760232
LL41 3,50.8,0.72,-3.943398651741292,52.99254358208956
LL55 4,51.8,0.79,-4.151309514644351,53.11313810878659
LL35 0,51.4,0.74,-4.041401570000001,52.54681098999998
LL36 9,50.4,0.8,-4.054889164021165,52.61075443915341
LL55 2,61.2,0.86,-4.259920717948719,53.13554631282049
SY20 9,38.4,0.69,-3.792687405405404,52.65738538378378
LL57 4,51.7,0.79,-4.117433633928571,53.19454814285716
LL54 5,41.2,0.75,-4.354025790419163,53.03701503592813
LL23 7,52.2,0.8,-3.6018380653266338,52.90530381909549
LL53 7,43.9,0.81,-4.5060203775510175,52.84069808163267
LL46 2,45.7,0.81,-4.107290763440861,52.85527338709676
LL40 2,45.8,0.79,-3.860787476190479,52.77110351322753
LL57 3,57.3,0.79,-4.060777911894277,53.18586169162996
LL55 1,59.4,0.81,-4.2542679825581375,53.14895370348837
LL41 4,47.2,0.74,-3.934541869822485,52.94183407692308
LL53 8,39.9,0.74,-4.604754393939391,52.86740457070706
LL52 0,52.1,0.78,-4.2408550443038,52.92489441772153
LL48 6,52.0,0.8,-4.069532113207546,52.936173496855325
LL42 1,54.8,0.75,-4.055398543046358,52.7257575231788
LL36 0,61.3,0.91,-4.095394396551725,52.58329170689654
LL56 4,59.8,0.84,-4.205931123287671,53.18435432876712
LL51 9,40.4,0.73,-4.238941159090907,52.97394924999999
LL39 1,38.1,0.68,-4.01216752631579,52.71000557894737
LL54 6,55.0,0.79,-4.263999012658231,53.04835924050629
LL43 2,44.0,0.86,-4.092250714285713,52.774523571428574
LL55 3,40.1,0.74,-4.142893455284553,53.149559878048784
LL45 2,44.2,0.78,-4.096278037037037,52.82205655555554
LL44 2,42.8,0.79,-4.097185653846155,52.79089559615385
LL40 1,54.8,0.76,-3.890889621301776,52.74084189940828
LL38 2,43.5,0.82,-4.050329851063831,52.69528976595744
LL37 2,42.2,0.78,-4.083969775000001,52.6658993
LL47 6,38.7,0.73,-4.062974553191489,52.90200865957446
LL21 0,47.7,0.79,-3.4407187705882354,52.97023552941176
LL33 0,46.3,0.74,-3.978996708333333,53.250765416666624
LL36 6,88.1,1.09,-4.081075,52.588301
SY20 8,51.7,0.75,-3.8385396371308,52.58189102953592
LL54 4,63.8,0.97,nan,nan
LL23 8,56.0,0.59,nan,nan
LL38 0,35.0,0.65,nan,nan
LL41 9,22.0,0.75,-3.934701,52.99432
