district,epc,hpr
LL57,59.9,0.83
LL54,47.6,0.77
LL49,54.4,0.78
LL53,46.8,0.78
LL41,49.1,0.73
LL55,54.6,0.81
LL35,51.4,0.74
LL36,54.5,0.84
SY20,38.5,0.69
LL23,52.2,0.8
LL46,45.7,0.81
LL40,51.0,0.78
LL52,52.1,0.78
LL48,52.0,0.8
LL42,54.8,0.75
LL56,59.8,0.84
LL51,40.4,0.73
LL39,38.1,0.68
LL43,44.0,0.86
LL45,44.2,0.78
LL44,42.8,0.79
LL38,43.5,0.82
LL37,42.2,0.78
LL47,38.7,0.73
LL21,47.7,0.79
LL33,46.3,0.74
