postcode,epc,hpr
LL57 1NH,64.6,0.93
LL54 7ET,44.0,0.85
LL49 9AE,56.1,0.83
LL53 6UY,41.2,0.7
LL57 2LB,49.0,0.69
LL53 5BA,63.7,0.83
LL57 1YJ,65.5,0.99
LL41 3NT,49.5,0.72
LL55 4EU,59.5,0.71
LL35 0HF,40.8,0.47
LL36 9HE,74.0,1.08
LL55 4YS,41.6,0.78
LL55 2SF,70.0,1.01
LL53 5TN,42.5,0.94
LL55 2YT,62.6,0.9
SY20 9HJ,28.3,0.53
LL36 9LH,66.0,0.94
LL57 4PA,54.7,0.97
LL57 4SG,65.8,0.8
LL57 2QA,83.1,1.17
LL54 5DH,48.2,0.85
LL57 1SG,60.9,0.91
LL23 7EH,54.6,0.65
LL57 2BN,57.1,0.81
LL53 5PN,65.5,0.81
LL36 9EB,63.6,0.95
LL53 7DZ,51.2,0.95
LL57 4DR,38.7,0.69
LL49 9ED,52.6,0.61
LL46 2SE,46.6,0.86
LL55 2RU,67.4,0.97
LL53 5NU,42.9,0.63
LL49 9RA,49.2,0.58
LL57 1TN,76.6,1.02
LL55 4SA,27.8,0.6
LL54 5ET,48.2,0.87
LL40 2YD,61.8,0.92
LL57 2LH,52.1,0.82
LL53 5EH,71.0,0.88
LL55 2RQ,75.4,1.02
LL57 3SN,53.6,0.71
LL55 1DS,58.8,0.85
LL54 7HA,49.1,0.84
LL41 4LG,46.0,0.46
LL55 4UF,39.6,0.68
LL49 9PT,66.6,0.95
LL53 6HP,36.0,0.6
LL53 8AQ,39.1,0.75
LL23 7SB,40.0,0.7
LL54 7BN,38.3,0.72
LL57 1AU,57.2,0.66
LL52 0SB,49.0,0.79
LL57 1YS,60.0,0.86
LL46 2UW,48.2,0.83
LL46 2GZ,49.8,0.92
LL57 2AT,57.0,0.62
LL48 6AU,45.1,0.78
LL42 1RF,58.8,0.9
LL55 2RF,52.3,0.62
LL53 7AJ,83.2,1.18
LL57 4AX,40.9,0.7
LL55 4BT,60.5,0.92
LL36 0DA,64.3,0.96
LL53 6EJ,73.8,1.15
LL57 3UY,57.4,0.9
LL53 6HD,51.5,0.82
LL41 4AL,54.7,0.79
LL55 1DW,56.3,0.85
